No,Fields Name,OID,Type,Deskripsi,Status
5822,5,iso.3.6.1.4.1.14988.1.1.14.1.1.48.5,Counter64,System metric,FALSE
5823,6,iso.3.6.1.4.1.14988.1.1.14.1.1.48.6,Counter64,System metric,FALSE
5824,7,iso.3.6.1.4.1.14988.1.1.14.1.1.48.7,Counter64,System metric,FALSE
5825,8,iso.3.6.1.4.1.14988.1.1.14.1.1.48.8,Counter64,System metric,FALSE
5826,9,iso.3.6.1.4.1.14988.1.1.14.1.1.48.9,Counter64,System metric,FALSE
5827,10,iso.3.6.1.4.1.14988.1.1.14.1.1.48.10,Counter64,System metric,FALSE
5828,11,iso.3.6.1.4.1.14988.1.1.14.1.1.48.11,Counter64,System metric,FALSE
5829,12,iso.3.6.1.4.1.14988.1.1.14.1.1.48.12,Counter64,System metric,FALSE
5830,13,iso.3.6.1.4.1.14988.1.1.14.1.1.48.13,Counter64,System metric,FALSE
5831,14,iso.3.6.1.4.1.14988.1.1.14.1.1.48.14,Counter64,System metric,FALSE
5832,15,iso.3.6.1.4.1.14988.1.1.14.1.1.48.15,Counter64,System metric,FALSE
5833,16,iso.3.6.1.4.1.14988.1.1.14.1.1.48.16,Counter64,System metric,FALSE
5834,17,iso.3.6.1.4.1.14988.1.1.14.1.1.48.17,Counter64,System metric,FALSE
5835,18,iso.3.6.1.4.1.14988.1.1.14.1.1.48.18,Counter64,System metric,FALSE
5836,26,iso.3.6.1.4.1.14988.1.1.14.1.1.48.26,Counter64,System metric,FALSE
5837,28,iso.3.6.1.4.1.14988.1.1.14.1.1.48.28,Counter64,System metric,FALSE
5838,30,iso.3.6.1.4.1.14988.1.1.14.1.1.48.30,Counter64,System metric,FALSE
5839,31,iso.3.6.1.4.1.14988.1.1.14.1.1.48.31,Counter64,System metric,FALSE
5840,32,iso.3.6.1.4.1.14988.1.1.14.1.1.48.32,Counter64,System metric,FALSE
5841,33,iso.3.6.1.4.1.14988.1.1.14.1.1.48.33,Counter64,System metric,FALSE
5842,34,iso.3.6.1.4.1.14988.1.1.14.1.1.48.34,Counter64,System metric,FALSE
5843,35,iso.3.6.1.4.1.14988.1.1.14.1.1.48.35,Counter64,System metric,FALSE
5844,36,iso.3.6.1.4.1.14988.1.1.14.1.1.48.36,Counter64,System metric,FALSE
5845,41,iso.3.6.1.4.1.14988.1.1.14.1.1.48.41,Counter64,System metric,FALSE
5846,43,iso.3.6.1.4.1.14988.1.1.14.1.1.48.43,Counter64,System metric,FALSE
5847,45,iso.3.6.1.4.1.14988.1.1.14.1.1.48.45,Counter64,System metric,FALSE
5848,1,iso.3.6.1.4.1.14988.1.1.14.1.1.49.1,Counter64,System metric,FALSE
5849,2,iso.3.6.1.4.1.14988.1.1.14.1.1.49.2,Counter64,System metric,FALSE
5850,3,iso.3.6.1.4.1.14988.1.1.14.1.1.49.3,Counter64,System metric,FALSE
5851,4,iso.3.6.1.4.1.14988.1.1.14.1.1.49.4,Counter64,System metric,FALSE
5852,5,iso.3.6.1.4.1.14988.1.1.14.1.1.49.5,Counter64,System metric,FALSE
5853,6,iso.3.6.1.4.1.14988.1.1.14.1.1.49.6,Counter64,System metric,FALSE
5854,7,iso.3.6.1.4.1.14988.1.1.14.1.1.49.7,Counter64,System metric,FALSE
5855,8,iso.3.6.1.4.1.14988.1.1.14.1.1.49.8,Counter64,System metric,FALSE
5856,9,iso.3.6.1.4.1.14988.1.1.14.1.1.49.9,Counter64,System metric,FALSE
5857,10,iso.3.6.1.4.1.14988.1.1.14.1.1.49.10,Counter64,System metric,FALSE
5858,11,iso.3.6.1.4.1.14988.1.1.14.1.1.49.11,Counter64,System metric,FALSE
5859,12,iso.3.6.1.4.1.14988.1.1.14.1.1.49.12,Counter64,System metric,FALSE
5860,13,iso.3.6.1.4.1.14988.1.1.14.1.1.49.13,Counter64,System metric,FALSE
5861,14,iso.3.6.1.4.1.14988.1.1.14.1.1.49.14,Counter64,System metric,FALSE
5862,15,iso.3.6.1.4.1.14988.1.1.14.1.1.49.15,Counter64,System metric,FALSE
5863,16,iso.3.6.1.4.1.14988.1.1.14.1.1.49.16,Counter64,System metric,FALSE
5864,17,iso.3.6.1.4.1.14988.1.1.14.1.1.49.17,Counter64,System metric,FALSE
5865,18,iso.3.6.1.4.1.14988.1.1.14.1.1.49.18,Counter64,System metric,FALSE
5866,26,iso.3.6.1.4.1.14988.1.1.14.1.1.49.26,Counter64,System metric,FALSE
5867,28,iso.3.6.1.4.1.14988.1.1.14.1.1.49.28,Counter64,System metric,FALSE
5868,30,iso.3.6.1.4.1.14988.1.1.14.1.1.49.30,Counter64,System metric,FALSE
5869,31,iso.3.6.1.4.1.14988.1.1.14.1.1.49.31,Counter64,System metric,FALSE
5870,32,iso.3.6.1.4.1.14988.1.1.14.1.1.49.32,Counter64,System metric,FALSE
5871,33,iso.3.6.1.4.1.14988.1.1.14.1.1.49.33,Counter64,System metric,FALSE
5872,34,iso.3.6.1.4.1.14988.1.1.14.1.1.49.34,Counter64,System metric,FALSE
5873,35,iso.3.6.1.4.1.14988.1.1.14.1.1.49.35,Counter64,System metric,FALSE
5874,36,iso.3.6.1.4.1.14988.1.1.14.1.1.49.36,Counter64,System metric,FALSE
5875,41,iso.3.6.1.4.1.14988.1.1.14.1.1.49.41,Counter64,System metric,FALSE
5876,43,iso.3.6.1.4.1.14988.1.1.14.1.1.49.43,Counter64,System metric,FALSE
5877,45,iso.3.6.1.4.1.14988.1.1.14.1.1.49.45,Counter64,System metric,FALSE
5878,1,iso.3.6.1.4.1.14988.1.1.14.1.1.50.1,Counter64,System metric,FALSE
5879,2,iso.3.6.1.4.1.14988.1.1.14.1.1.50.2,Counter64,System metric,FALSE
5880,3,iso.3.6.1.4.1.14988.1.1.14.1.1.50.3,Counter64,System metric,FALSE
5881,4,iso.3.6.1.4.1.14988.1.1.14.1.1.50.4,Counter64,System metric,FALSE
5882,5,iso.3.6.1.4.1.14988.1.1.14.1.1.50.5,Counter64,System metric,FALSE
5883,6,iso.3.6.1.4.1.14988.1.1.14.1.1.50.6,Counter64,System metric,FALSE
5884,7,iso.3.6.1.4.1.14988.1.1.14.1.1.50.7,Counter64,System metric,FALSE
5885,8,iso.3.6.1.4.1.14988.1.1.14.1.1.50.8,Counter64,System metric,FALSE
5886,9,iso.3.6.1.4.1.14988.1.1.14.1.1.50.9,Counter64,System metric,FALSE
5887,10,iso.3.6.1.4.1.14988.1.1.14.1.1.50.10,Counter64,System metric,FALSE
5888,11,iso.3.6.1.4.1.14988.1.1.14.1.1.50.11,Counter64,System metric,FALSE
5889,12,iso.3.6.1.4.1.14988.1.1.14.1.1.50.12,Counter64,System metric,FALSE
5890,13,iso.3.6.1.4.1.14988.1.1.14.1.1.50.13,Counter64,System metric,FALSE
5891,14,iso.3.6.1.4.1.14988.1.1.14.1.1.50.14,Counter64,System metric,FALSE
5892,15,iso.3.6.1.4.1.14988.1.1.14.1.1.50.15,Counter64,System metric,FALSE
5893,16,iso.3.6.1.4.1.14988.1.1.14.1.1.50.16,Counter64,System metric,FALSE
5894,17,iso.3.6.1.4.1.14988.1.1.14.1.1.50.17,Counter64,System metric,FALSE
5895,18,iso.3.6.1.4.1.14988.1.1.14.1.1.50.18,Counter64,System metric,FALSE
5896,26,iso.3.6.1.4.1.14988.1.1.14.1.1.50.26,Counter64,System metric,FALSE
5897,28,iso.3.6.1.4.1.14988.1.1.14.1.1.50.28,Counter64,System metric,FALSE
5898,30,iso.3.6.1.4.1.14988.1.1.14.1.1.50.30,Counter64,System metric,FALSE
5899,31,iso.3.6.1.4.1.14988.1.1.14.1.1.50.31,Counter64,System metric,FALSE
5900,32,iso.3.6.1.4.1.14988.1.1.14.1.1.50.32,Counter64,System metric,FALSE
5901,33,iso.3.6.1.4.1.14988.1.1.14.1.1.50.33,Counter64,System metric,FALSE
5902,34,iso.3.6.1.4.1.14988.1.1.14.1.1.50.34,Counter64,System metric,FALSE
5903,35,iso.3.6.1.4.1.14988.1.1.14.1.1.50.35,Counter64,System metric,FALSE
5904,36,iso.3.6.1.4.1.14988.1.1.14.1.1.50.36,Counter64,System metric,FALSE
5905,41,iso.3.6.1.4.1.14988.1.1.14.1.1.50.41,Counter64,System metric,FALSE
5906,43,iso.3.6.1.4.1.14988.1.1.14.1.1.50.43,Counter64,System metric,FALSE
5907,45,iso.3.6.1.4.1.14988.1.1.14.1.1.50.45,Counter64,System metric,FALSE
5908,1,iso.3.6.1.4.1.14988.1.1.14.1.1.51.1,Counter64,System metric,FALSE
5909,2,iso.3.6.1.4.1.14988.1.1.14.1.1.51.2,Counter64,System metric,FALSE
5910,3,iso.3.6.1.4.1.14988.1.1.14.1.1.51.3,Counter64,System metric,FALSE
5911,4,iso.3.6.1.4.1.14988.1.1.14.1.1.51.4,Counter64,System metric,FALSE
5912,5,iso.3.6.1.4.1.14988.1.1.14.1.1.51.5,Counter64,System metric,FALSE
5913,6,iso.3.6.1.4.1.14988.1.1.14.1.1.51.6,Counter64,System metric,FALSE
5914,7,iso.3.6.1.4.1.14988.1.1.14.1.1.51.7,Counter64,System metric,FALSE
5915,8,iso.3.6.1.4.1.14988.1.1.14.1.1.51.8,Counter64,System metric,FALSE
5916,9,iso.3.6.1.4.1.14988.1.1.14.1.1.51.9,Counter64,System metric,FALSE
5917,10,iso.3.6.1.4.1.14988.1.1.14.1.1.51.10,Counter64,System metric,FALSE
5918,11,iso.3.6.1.4.1.14988.1.1.14.1.1.51.11,Counter64,System metric,FALSE
5919,12,iso.3.6.1.4.1.14988.1.1.14.1.1.51.12,Counter64,System metric,FALSE
5920,13,iso.3.6.1.4.1.14988.1.1.14.1.1.51.13,Counter64,System metric,FALSE
5921,14,iso.3.6.1.4.1.14988.1.1.14.1.1.51.14,Counter64,System metric,FALSE
5922,15,iso.3.6.1.4.1.14988.1.1.14.1.1.51.15,Counter64,System metric,FALSE
5923,16,iso.3.6.1.4.1.14988.1.1.14.1.1.51.16,Counter64,System metric,FALSE
5924,17,iso.3.6.1.4.1.14988.1.1.14.1.1.51.17,Counter64,System metric,FALSE
5925,18,iso.3.6.1.4.1.14988.1.1.14.1.1.51.18,Counter64,System metric,FALSE
5926,26,iso.3.6.1.4.1.14988.1.1.14.1.1.51.26,Counter64,System metric,FALSE
5927,28,iso.3.6.1.4.1.14988.1.1.14.1.1.51.28,Counter64,System metric,FALSE
5928,30,iso.3.6.1.4.1.14988.1.1.14.1.1.51.30,Counter64,System metric,FALSE
5929,31,iso.3.6.1.4.1.14988.1.1.14.1.1.51.31,Counter64,System metric,FALSE
5930,32,iso.3.6.1.4.1.14988.1.1.14.1.1.51.32,Counter64,System metric,FALSE
5931,33,iso.3.6.1.4.1.14988.1.1.14.1.1.51.33,Counter64,System metric,FALSE
5932,34,iso.3.6.1.4.1.14988.1.1.14.1.1.51.34,Counter64,System metric,FALSE
5933,35,iso.3.6.1.4.1.14988.1.1.14.1.1.51.35,Counter64,System metric,FALSE
5934,36,iso.3.6.1.4.1.14988.1.1.14.1.1.51.36,Counter64,System metric,FALSE
5935,41,iso.3.6.1.4.1.14988.1.1.14.1.1.51.41,Counter64,System metric,FALSE
5936,43,iso.3.6.1.4.1.14988.1.1.14.1.1.51.43,Counter64,System metric,FALSE
5937,45,iso.3.6.1.4.1.14988.1.1.14.1.1.51.45,Counter64,System metric,FALSE
5938,1,iso.3.6.1.4.1.14988.1.1.14.1.1.52.1,Counter64,System metric,FALSE
5939,2,iso.3.6.1.4.1.14988.1.1.14.1.1.52.2,Counter64,System metric,FALSE
5940,3,iso.3.6.1.4.1.14988.1.1.14.1.1.52.3,Counter64,System metric,FALSE
5941,4,iso.3.6.1.4.1.14988.1.1.14.1.1.52.4,Counter64,System metric,FALSE
5942,5,iso.3.6.1.4.1.14988.1.1.14.1.1.52.5,Counter64,System metric,FALSE
5943,6,iso.3.6.1.4.1.14988.1.1.14.1.1.52.6,Counter64,System metric,FALSE
5944,7,iso.3.6.1.4.1.14988.1.1.14.1.1.52.7,Counter64,System metric,FALSE
5945,8,iso.3.6.1.4.1.14988.1.1.14.1.1.52.8,Counter64,System metric,FALSE
5946,9,iso.3.6.1.4.1.14988.1.1.14.1.1.52.9,Counter64,System metric,FALSE
5947,10,iso.3.6.1.4.1.14988.1.1.14.1.1.52.10,Counter64,System metric,FALSE
5948,11,iso.3.6.1.4.1.14988.1.1.14.1.1.52.11,Counter64,System metric,FALSE
5949,12,iso.3.6.1.4.1.14988.1.1.14.1.1.52.12,Counter64,System metric,FALSE
5950,13,iso.3.6.1.4.1.14988.1.1.14.1.1.52.13,Counter64,System metric,FALSE
5951,14,iso.3.6.1.4.1.14988.1.1.14.1.1.52.14,Counter64,System metric,FALSE
5952,15,iso.3.6.1.4.1.14988.1.1.14.1.1.52.15,Counter64,System metric,FALSE
5953,16,iso.3.6.1.4.1.14988.1.1.14.1.1.52.16,Counter64,System metric,FALSE
5954,17,iso.3.6.1.4.1.14988.1.1.14.1.1.52.17,Counter64,System metric,FALSE
5955,18,iso.3.6.1.4.1.14988.1.1.14.1.1.52.18,Counter64,System metric,FALSE
5956,26,iso.3.6.1.4.1.14988.1.1.14.1.1.52.26,Counter64,System metric,FALSE
5957,28,iso.3.6.1.4.1.14988.1.1.14.1.1.52.28,Counter64,System metric,FALSE
5958,30,iso.3.6.1.4.1.14988.1.1.14.1.1.52.30,Counter64,System metric,FALSE
5959,31,iso.3.6.1.4.1.14988.1.1.14.1.1.52.31,Counter64,System metric,FALSE
5960,32,iso.3.6.1.4.1.14988.1.1.14.1.1.52.32,Counter64,System metric,FALSE
5961,33,iso.3.6.1.4.1.14988.1.1.14.1.1.52.33,Counter64,System metric,FALSE
5962,34,iso.3.6.1.4.1.14988.1.1.14.1.1.52.34,Counter64,System metric,FALSE
5963,35,iso.3.6.1.4.1.14988.1.1.14.1.1.52.35,Counter64,System metric,FALSE
5964,36,iso.3.6.1.4.1.14988.1.1.14.1.1.52.36,Counter64,System metric,FALSE
5965,41,iso.3.6.1.4.1.14988.1.1.14.1.1.52.41,Counter64,System metric,FALSE
5966,43,iso.3.6.1.4.1.14988.1.1.14.1.1.52.43,Counter64,System metric,FALSE
5967,45,iso.3.6.1.4.1.14988.1.1.14.1.1.52.45,Counter64,System metric,FALSE
5968,1,iso.3.6.1.4.1.14988.1.1.14.1.1.53.1,Counter64,System metric,FALSE
5969,2,iso.3.6.1.4.1.14988.1.1.14.1.1.53.2,Counter64,System metric,FALSE
5970,3,iso.3.6.1.4.1.14988.1.1.14.1.1.53.3,Counter64,System metric,FALSE
5971,4,iso.3.6.1.4.1.14988.1.1.14.1.1.53.4,Counter64,System metric,FALSE
5972,5,iso.3.6.1.4.1.14988.1.1.14.1.1.53.5,Counter64,System metric,FALSE
5973,6,iso.3.6.1.4.1.14988.1.1.14.1.1.53.6,Counter64,System metric,FALSE
5974,7,iso.3.6.1.4.1.14988.1.1.14.1.1.53.7,Counter64,System metric,FALSE
5975,8,iso.3.6.1.4.1.14988.1.1.14.1.1.53.8,Counter64,System metric,FALSE
5976,9,iso.3.6.1.4.1.14988.1.1.14.1.1.53.9,Counter64,System metric,FALSE
5977,10,iso.3.6.1.4.1.14988.1.1.14.1.1.53.10,Counter64,System metric,FALSE
5978,11,iso.3.6.1.4.1.14988.1.1.14.1.1.53.11,Counter64,System metric,FALSE
5979,12,iso.3.6.1.4.1.14988.1.1.14.1.1.53.12,Counter64,System metric,FALSE
5980,13,iso.3.6.1.4.1.14988.1.1.14.1.1.53.13,Counter64,System metric,FALSE
5981,14,iso.3.6.1.4.1.14988.1.1.14.1.1.53.14,Counter64,System metric,FALSE
5982,15,iso.3.6.1.4.1.14988.1.1.14.1.1.53.15,Counter64,System metric,FALSE
5983,16,iso.3.6.1.4.1.14988.1.1.14.1.1.53.16,Counter64,System metric,FALSE
5984,17,iso.3.6.1.4.1.14988.1.1.14.1.1.53.17,Counter64,System metric,FALSE
5985,18,iso.3.6.1.4.1.14988.1.1.14.1.1.53.18,Counter64,System metric,FALSE
5986,26,iso.3.6.1.4.1.14988.1.1.14.1.1.53.26,Counter64,System metric,FALSE
5987,28,iso.3.6.1.4.1.14988.1.1.14.1.1.53.28,Counter64,System metric,FALSE
5988,30,iso.3.6.1.4.1.14988.1.1.14.1.1.53.30,Counter64,System metric,FALSE
5989,31,iso.3.6.1.4.1.14988.1.1.14.1.1.53.31,Counter64,System metric,FALSE
5990,32,iso.3.6.1.4.1.14988.1.1.14.1.1.53.32,Counter64,System metric,FALSE
5991,33,iso.3.6.1.4.1.14988.1.1.14.1.1.53.33,Counter64,System metric,FALSE
5992,34,iso.3.6.1.4.1.14988.1.1.14.1.1.53.34,Counter64,System metric,FALSE
5993,35,iso.3.6.1.4.1.14988.1.1.14.1.1.53.35,Counter64,System metric,FALSE
5994,36,iso.3.6.1.4.1.14988.1.1.14.1.1.53.36,Counter64,System metric,FALSE
5995,41,iso.3.6.1.4.1.14988.1.1.14.1.1.53.41,Counter64,System metric,FALSE
5996,43,iso.3.6.1.4.1.14988.1.1.14.1.1.53.43,Counter64,System metric,FALSE
5997,45,iso.3.6.1.4.1.14988.1.1.14.1.1.53.45,Counter64,System metric,FALSE
5998,1,iso.3.6.1.4.1.14988.1.1.14.1.1.54.1,Counter64,System metric,FALSE
5999,2,iso.3.6.1.4.1.14988.1.1.14.1.1.54.2,Counter64,System metric,FALSE
6000,3,iso.3.6.1.4.1.14988.1.1.14.1.1.54.3,Counter64,System metric,FALSE
6001,4,iso.3.6.1.4.1.14988.1.1.14.1.1.54.4,Counter64,System metric,FALSE
6002,5,iso.3.6.1.4.1.14988.1.1.14.1.1.54.5,Counter64,System metric,FALSE
6003,6,iso.3.6.1.4.1.14988.1.1.14.1.1.54.6,Counter64,System metric,FALSE
6004,7,iso.3.6.1.4.1.14988.1.1.14.1.1.54.7,Counter64,System metric,FALSE
6005,8,iso.3.6.1.4.1.14988.1.1.14.1.1.54.8,Counter64,System metric,FALSE
6006,9,iso.3.6.1.4.1.14988.1.1.14.1.1.54.9,Counter64,System metric,FALSE
6007,10,iso.3.6.1.4.1.14988.1.1.14.1.1.54.10,Counter64,System metric,FALSE
6008,11,iso.3.6.1.4.1.14988.1.1.14.1.1.54.11,Counter64,System metric,FALSE
6009,12,iso.3.6.1.4.1.14988.1.1.14.1.1.54.12,Counter64,System metric,FALSE
6010,13,iso.3.6.1.4.1.14988.1.1.14.1.1.54.13,Counter64,System metric,FALSE
6011,14,iso.3.6.1.4.1.14988.1.1.14.1.1.54.14,Counter64,System metric,FALSE
6012,15,iso.3.6.1.4.1.14988.1.1.14.1.1.54.15,Counter64,System metric,FALSE
6013,16,iso.3.6.1.4.1.14988.1.1.14.1.1.54.16,Counter64,System metric,FALSE
6014,17,iso.3.6.1.4.1.14988.1.1.14.1.1.54.17,Counter64,System metric,FALSE
6015,18,iso.3.6.1.4.1.14988.1.1.14.1.1.54.18,Counter64,System metric,FALSE
6016,26,iso.3.6.1.4.1.14988.1.1.14.1.1.54.26,Counter64,System metric,FALSE
6017,28,iso.3.6.1.4.1.14988.1.1.14.1.1.54.28,Counter64,System metric,FALSE
6018,30,iso.3.6.1.4.1.14988.1.1.14.1.1.54.30,Counter64,System metric,FALSE
6019,31,iso.3.6.1.4.1.14988.1.1.14.1.1.54.31,Counter64,System metric,FALSE
6020,32,iso.3.6.1.4.1.14988.1.1.14.1.1.54.32,Counter64,System metric,FALSE
6021,33,iso.3.6.1.4.1.14988.1.1.14.1.1.54.33,Counter64,System metric,FALSE
6022,34,iso.3.6.1.4.1.14988.1.1.14.1.1.54.34,Counter64,System metric,FALSE
6023,35,iso.3.6.1.4.1.14988.1.1.14.1.1.54.35,Counter64,System metric,FALSE
6024,36,iso.3.6.1.4.1.14988.1.1.14.1.1.54.36,Counter64,System metric,FALSE
6025,41,iso.3.6.1.4.1.14988.1.1.14.1.1.54.41,Counter64,System metric,FALSE
6026,43,iso.3.6.1.4.1.14988.1.1.14.1.1.54.43,Counter64,System metric,FALSE
6027,45,iso.3.6.1.4.1.14988.1.1.14.1.1.54.45,Counter64,System metric,FALSE
6028,1,iso.3.6.1.4.1.14988.1.1.14.1.1.55.1,Counter64,System metric,FALSE
6029,2,iso.3.6.1.4.1.14988.1.1.14.1.1.55.2,Counter64,System metric,FALSE
6030,3,iso.3.6.1.4.1.14988.1.1.14.1.1.55.3,Counter64,System metric,FALSE
6031,4,iso.3.6.1.4.1.14988.1.1.14.1.1.55.4,Counter64,System metric,FALSE
6032,5,iso.3.6.1.4.1.14988.1.1.14.1.1.55.5,Counter64,System metric,FALSE
6033,6,iso.3.6.1.4.1.14988.1.1.14.1.1.55.6,Counter64,System metric,FALSE
6034,7,iso.3.6.1.4.1.14988.1.1.14.1.1.55.7,Counter64,System metric,FALSE
6035,8,iso.3.6.1.4.1.14988.1.1.14.1.1.55.8,Counter64,System metric,FALSE
6036,9,iso.3.6.1.4.1.14988.1.1.14.1.1.55.9,Counter64,System metric,FALSE
6037,10,iso.3.6.1.4.1.14988.1.1.14.1.1.55.10,Counter64,System metric,FALSE
6038,11,iso.3.6.1.4.1.14988.1.1.14.1.1.55.11,Counter64,System metric,FALSE
6039,12,iso.3.6.1.4.1.14988.1.1.14.1.1.55.12,Counter64,System metric,FALSE
6040,13,iso.3.6.1.4.1.14988.1.1.14.1.1.55.13,Counter64,System metric,FALSE
6041,14,iso.3.6.1.4.1.14988.1.1.14.1.1.55.14,Counter64,System metric,FALSE
6042,15,iso.3.6.1.4.1.14988.1.1.14.1.1.55.15,Counter64,System metric,FALSE
6043,16,iso.3.6.1.4.1.14988.1.1.14.1.1.55.16,Counter64,System metric,FALSE
6044,17,iso.3.6.1.4.1.14988.1.1.14.1.1.55.17,Counter64,System metric,FALSE
6045,18,iso.3.6.1.4.1.14988.1.1.14.1.1.55.18,Counter64,System metric,FALSE
6046,26,iso.3.6.1.4.1.14988.1.1.14.1.1.55.26,Counter64,System metric,FALSE
6047,28,iso.3.6.1.4.1.14988.1.1.14.1.1.55.28,Counter64,System metric,FALSE
6048,30,iso.3.6.1.4.1.14988.1.1.14.1.1.55.30,Counter64,System metric,FALSE
6049,31,iso.3.6.1.4.1.14988.1.1.14.1.1.55.31,Counter64,System metric,FALSE
6050,32,iso.3.6.1.4.1.14988.1.1.14.1.1.55.32,Counter64,System metric,FALSE
6051,33,iso.3.6.1.4.1.14988.1.1.14.1.1.55.33,Counter64,System metric,FALSE
6052,34,iso.3.6.1.4.1.14988.1.1.14.1.1.55.34,Counter64,System metric,FALSE
6053,35,iso.3.6.1.4.1.14988.1.1.14.1.1.55.35,Counter64,System metric,FALSE
6054,36,iso.3.6.1.4.1.14988.1.1.14.1.1.55.36,Counter64,System metric,FALSE
6055,41,iso.3.6.1.4.1.14988.1.1.14.1.1.55.41,Counter64,System metric,FALSE
6056,43,iso.3.6.1.4.1.14988.1.1.14.1.1.55.43,Counter64,System metric,FALSE
6057,45,iso.3.6.1.4.1.14988.1.1.14.1.1.55.45,Counter64,System metric,FALSE
6058,1,iso.3.6.1.4.1.14988.1.1.14.1.1.61.1,Counter64,System metric,FALSE
6059,2,iso.3.6.1.4.1.14988.1.1.14.1.1.61.2,Counter64,System metric,FALSE
6060,3,iso.3.6.1.4.1.14988.1.1.14.1.1.61.3,Counter64,System metric,FALSE
6061,4,iso.3.6.1.4.1.14988.1.1.14.1.1.61.4,Counter64,System metric,FALSE
6062,5,iso.3.6.1.4.1.14988.1.1.14.1.1.61.5,Counter64,System metric,FALSE
6063,6,iso.3.6.1.4.1.14988.1.1.14.1.1.61.6,Counter64,System metric,FALSE
6064,7,iso.3.6.1.4.1.14988.1.1.14.1.1.61.7,Counter64,System metric,FALSE
6065,8,iso.3.6.1.4.1.14988.1.1.14.1.1.61.8,Counter64,System metric,FALSE
6066,9,iso.3.6.1.4.1.14988.1.1.14.1.1.61.9,Counter64,System metric,FALSE
6067,10,iso.3.6.1.4.1.14988.1.1.14.1.1.61.10,Counter64,System metric,FALSE
6068,11,iso.3.6.1.4.1.14988.1.1.14.1.1.61.11,Counter64,System metric,FALSE
6069,12,iso.3.6.1.4.1.14988.1.1.14.1.1.61.12,Counter64,System metric,FALSE
6070,13,iso.3.6.1.4.1.14988.1.1.14.1.1.61.13,Counter64,System metric,FALSE
6071,14,iso.3.6.1.4.1.14988.1.1.14.1.1.61.14,Counter64,System metric,FALSE
6072,15,iso.3.6.1.4.1.14988.1.1.14.1.1.61.15,Counter64,System metric,FALSE
6073,16,iso.3.6.1.4.1.14988.1.1.14.1.1.61.16,Counter64,System metric,FALSE
6074,17,iso.3.6.1.4.1.14988.1.1.14.1.1.61.17,Counter64,System metric,FALSE
6075,18,iso.3.6.1.4.1.14988.1.1.14.1.1.61.18,Counter64,System metric,FALSE
6076,26,iso.3.6.1.4.1.14988.1.1.14.1.1.61.26,Counter64,System metric,FALSE
6077,28,iso.3.6.1.4.1.14988.1.1.14.1.1.61.28,Counter64,System metric,FALSE
6078,30,iso.3.6.1.4.1.14988.1.1.14.1.1.61.30,Counter64,System metric,FALSE
6079,31,iso.3.6.1.4.1.14988.1.1.14.1.1.61.31,Counter64,System metric,FALSE
6080,32,iso.3.6.1.4.1.14988.1.1.14.1.1.61.32,Counter64,System metric,FALSE
6081,33,iso.3.6.1.4.1.14988.1.1.14.1.1.61.33,Counter64,System metric,FALSE
6082,34,iso.3.6.1.4.1.14988.1.1.14.1.1.61.34,Counter64,System metric,FALSE
6083,35,iso.3.6.1.4.1.14988.1.1.14.1.1.61.35,Counter64,System metric,FALSE
6084,36,iso.3.6.1.4.1.14988.1.1.14.1.1.61.36,Counter64,System metric,FALSE
6085,41,iso.3.6.1.4.1.14988.1.1.14.1.1.61.41,Counter64,System metric,FALSE
6086,43,iso.3.6.1.4.1.14988.1.1.14.1.1.61.43,Counter64,System metric,FALSE
6087,45,iso.3.6.1.4.1.14988.1.1.14.1.1.61.45,Counter64,System metric,FALSE
6088,1,iso.3.6.1.4.1.14988.1.1.14.1.1.62.1,Counter64,System metric,FALSE
6089,2,iso.3.6.1.4.1.14988.1.1.14.1.1.62.2,Counter64,System metric,FALSE
6090,3,iso.3.6.1.4.1.14988.1.1.14.1.1.62.3,Counter64,System metric,FALSE
6091,4,iso.3.6.1.4.1.14988.1.1.14.1.1.62.4,Counter64,System metric,FALSE
6092,5,iso.3.6.1.4.1.14988.1.1.14.1.1.62.5,Counter64,System metric,FALSE
6093,6,iso.3.6.1.4.1.14988.1.1.14.1.1.62.6,Counter64,System metric,FALSE
6094,7,iso.3.6.1.4.1.14988.1.1.14.1.1.62.7,Counter64,System metric,FALSE
6095,8,iso.3.6.1.4.1.14988.1.1.14.1.1.62.8,Counter64,System metric,FALSE
6096,9,iso.3.6.1.4.1.14988.1.1.14.1.1.62.9,Counter64,System metric,FALSE
6097,10,iso.3.6.1.4.1.14988.1.1.14.1.1.62.10,Counter64,System metric,FALSE
6098,11,iso.3.6.1.4.1.14988.1.1.14.1.1.62.11,Counter64,System metric,FALSE
6099,12,iso.3.6.1.4.1.14988.1.1.14.1.1.62.12,Counter64,System metric,FALSE
6100,13,iso.3.6.1.4.1.14988.1.1.14.1.1.62.13,Counter64,System metric,FALSE
6101,14,iso.3.6.1.4.1.14988.1.1.14.1.1.62.14,Counter64,System metric,FALSE
6102,15,iso.3.6.1.4.1.14988.1.1.14.1.1.62.15,Counter64,System metric,FALSE
6103,16,iso.3.6.1.4.1.14988.1.1.14.1.1.62.16,Counter64,System metric,FALSE
6104,17,iso.3.6.1.4.1.14988.1.1.14.1.1.62.17,Counter64,System metric,FALSE
6105,18,iso.3.6.1.4.1.14988.1.1.14.1.1.62.18,Counter64,System metric,FALSE
6106,26,iso.3.6.1.4.1.14988.1.1.14.1.1.62.26,Counter64,System metric,FALSE
